P_CODE,MMI_MAX,MMI_MEAN
E-MEC-02-019,4.46,4.35
E-MEC-02-023,4.50,4.32
E-MEC-02-024,4.38,4.29
E-MEC-02-026,4.28,4.28
E-MEC-02-028,4.38,4.25
E-MEC-02-029,4.47,4.35
E-MEC-02-031,4.44,4.25
E-MEC-02-032,4.71,4.36
E-MEC-02-034,4.41,4.25
E-MEC-02-037,4.31,4.27
E-MEC-02-038,4.50,4.35
E-MEC-02-041,4.60,4.37
E-MEC-03-001,4.34,4.22
E-MEC-03-002,4.70,4.29
E-MEC-03-006,5.09,4.82
E-MEC-03-009,4.32,4.22
E-MEC-03-012,4.36,4.22
E-MEC-03-023,4.43,4.27
E-MEC-03-033,4.34,4.31
E-MEC-03-035,4.55,4.27
E-MEC-03-038,4.83,4.32
E-MEC-04-012,5.28,5.14
E-MEC-04-018,5.26,5.23
E-MEC-04-019,5.27,5.23
E-MEC-04-025,5.26,5.23
E-MEC-04-028,5.30,5.26
E-MEC-04-030,5.32,5.28
E-MEC-04-033,5.29,5.20
E-MEC-04-035,5.31,5.24
E-MEC-04-050,5.26,5.21
E-SAG-11-001,5.56,5.30
E-SAG-11-002,5.78,5.39
E-SAG-11-003,5.93,5.66
E-SAG-11-004,6.06,5.82
E-SAG-11-005,5.67,5.21
E-SAG-11-006,6.03,5.96
E-SAG-11-007,5.75,5.42
E-SAG-11-008,5.62,5.16
E-SAG-11-009,5.36,5.28
E-SAG-11-010,5.63,5.48
E-SAG-11-011,6.01,5.72
E-SAG-11-012,5.85,5.67
E-SAG-11-013,5.36,5.09
E-SAG-11-014,5.64,5.33
E-SAG-11-015,5.68,5.23
E-SAG-11-016,5.58,5.38
E-SAG-11-017,5.44,5.31
E-SAG-11-018,5.99,5.47
E-SAG-11-019,5.78,5.60
E-SAG-11-020,5.85,5.65
E-SAG-11-021,5.60,5.19
E-SAG-11-022,5.46,5.25
E-SAG-11-023,5.44,5.29
E-SAG-11-024,6.09,5.76
E-SAG-11-025,5.44,5.32
E-SAG-11-026,5.32,5.26
E-SAG-11-027,5.45,5.35
E-SAG-11-028,5.51,5.31
E-SAG-11-029,5.69,5.52
E-SAG-11-030,5.67,5.38
E-SAG-11-031,5.38,5.17
E-SAG-11-032,5.86,5.55
E-SAG-11-033,6.05,5.86
E-SAG-11-034,5.58,5.43
E-SAG-12-001,5.53,5.42
E-SAG-12-002,5.46,5.34
E-SAG-12-003,5.93,5.76
E-SAG-12-004,5.61,5.44
E-SAG-12-005,5.71,5.59
E-SAG-12-006,5.57,5.48
E-SAG-12-007,5.40,5.26
E-SAG-12-008,5.95,5.88
E-SAG-12-009,5.77,5.56
E-SAG-12-010,5.98,5.86
E-SAG-12-011,5.65,5.56
E-SAG-12-012,5.45,5.27
E-SAG-12-013,5.93,5.78
E-SAG-12-014,6.06,5.94
E-SAG-12-015,6.28,6.10
E-SAG-12-016,5.96,5.70
E-SAG-12-017,5.74,5.64
E-SAG-12-018,5.69,5.59
E-SAG-12-019,6.04,5.92
E-SAG-12-020,6.11,6.00
E-SAG-12-021,5.92,5.70
E-SAG-12-022,5.54,5.44
E-SAG-12-023,6.13,6.05
E-SAG-12-024,6.15,5.98
E-SAG-12-025,5.42,5.30
E-SAG-12-026,5.76,5.64
E-SAG-12-027,5.70,5.52
E-SAG-12-028,5.62,5.46
E-SAG-12-029,5.58,5.44
E-SAG-12-030,5.40,5.32
E-SAG-12-031,5.88,5.61
E-SAG-12-032,6.35,6.21
E-SAG-12-033,5.72,5.56
E-SAG-12-034,6.27,5.97
E-SAG-12-035,5.98,5.76
E-SAG-12-036,6.34,6.03
E-SAG-12-037,5.41,5.33
E-SAG-12-038,5.82,5.64
E-SAG-12-039,5.74,5.60
E-SAG-12-040,6.21,6.08
E-SAG-12-041,6.09,6.01
E-SAG-12-042,5.53,5.39
E-SAG-12-043,6.06,5.97
E-SAG-12-044,5.54,5.41
E-SAG-12-045,5.54,5.44
E-SAG-12-046,5.52,5.36
E-SAG-12-047,5.92,5.77
E-SAG-12-048,6.32,6.08
E-SAG-12-049,5.83,5.65
E-SAG-12-050,5.32,5.27
E-SAG-12-051,6.32,6.10
E-SAG-12-052,5.59,5.45
E-SAG-12-053,5.72,5.52
E-SAG-12-054,5.40,5.33
E-SAG-12-055,5.67,5.46
E-SAG-12-056,6.31,6.09
E-SAG-13-001,5.25,5.14
E-SAG-13-002,5.29,5.16
E-SAG-13-003,5.42,5.29
E-SAG-13-004,5.02,4.91
E-SAG-13-005,5.59,5.44
E-SAG-13-006,5.54,5.17
E-SAG-13-007,5.10,5.04
E-SAG-13-008,5.20,5.06
E-SAG-13-009,5.06,4.89
E-SAG-13-010,5.05,5.01
E-SAG-13-011,5.11,4.99
E-SAG-13-012,5.50,5.18
E-SAG-13-013,5.61,5.17
E-SAG-13-014,5.05,4.92
E-SAG-13-015,5.08,4.99
E-SAG-13-016,4.97,4.91
E-SAG-13-017,4.98,4.82
E-SAG-13-018,4.96,4.89
E-SAG-13-019,5.57,5.28
E-SAG-13-020,5.03,4.79
E-SAG-13-021,5.12,4.98
E-SAG-13-022,4.94,4.80
E-SAG-13-023,5.36,5.20
E-SAG-13-024,5.28,5.05
E-SAG-13-025,5.64,5.37
E-SAG-13-026,5.10,4.89
E-SAG-13-027,5.06,4.97
E-SAG-13-028,5.31,5.19
E-SAG-13-029,5.52,5.27
E-SAG-13-030,5.46,5.26
E-SAG-13-031,4.96,4.87
E-SAG-13-032,5.34,5.12
E-SAG-13-033,5.08,4.90
E-SAG-13-034,5.18,5.08
E-SAG-13-035,5.35,5.20
E-SAG-13-036,4.83,4.78
E-SAG-13-037,5.21,5.10
E-SAG-13-038,5.16,5.04
E-SAG-13-039,5.32,5.14
E-SAG-13-040,5.28,5.05
E-SAG-13-041,5.01,4.91
E-SAG-13-042,5.02,4.91
E-SAG-13-043,5.23,5.10
E-SAG-13-044,5.12,5.00
E-SAG-13-045,5.36,5.19
E-SAG-13-046,5.12,4.94
E-SAG-13-047,4.94,4.82
E-SAG-13-048,5.30,5.14
E-SAG-13-049,5.29,5.20
E-SAG-13-050,5.29,5.25
E-SAG-13-051,5.04,4.93
E-SAG-13-052,5.00,4.85
E-SAG-13-053,5.24,5.02
E-SAG-13-054,4.97,4.93
E-SAG-13-055,5.19,5.07
E-SAG-13-056,5.19,4.98
E-SAG-13-057,5.14,4.84
E-SAG-13-058,5.20,4.93
E-SAG-13-059,5.30,5.20
E-SAG-13-060,5.27,5.13
E-SAG-13-061,5.27,5.13
E-SAG-13-062,5.19,5.06
E-SAG-13-063,4.97,4.90
E-SAG-13-064,5.28,5.21
E-SAG-13-065,4.97,4.92
E-SAG-13-066,5.35,5.24
E-SAG-13-067,5.30,5.13
E-SAG-13-068,4.86,4.83
E-SAG-13-069,5.03,4.88
E-SAG-13-070,5.14,4.96
E-SAG-13-071,5.34,5.02
E-SAG-13-072,5.02,4.89
E-SAG-13-073,5.07,4.94
E-SAG-13-074,4.98,4.87
E-SAG-13-075,4.92,4.75
E-SAG-13-076,5.20,5.02
E-SAG-14-001,5.13,4.95
E-SAG-14-002,5.23,5.08
E-SAG-14-003,5.28,5.16
E-SAG-14-004,5.39,5.18
E-SAG-14-005,5.36,5.19
E-SAG-14-006,5.77,5.31
E-SAG-14-007,5.76,5.32
E-SAG-14-008,5.10,5.04
E-SAG-14-009,5.18,4.78
E-SAG-14-010,5.28,5.18
E-SAG-14-011,5.83,5.26
E-SAG-14-012,5.60,5.48
E-SAG-14-013,5.31,5.18
E-SAG-14-014,5.25,5.05
E-SAG-14-015,5.21,5.04
E-SAG-14-016,5.80,5.38
E-SAG-14-017,6.30,5.68
E-SAG-14-018,5.24,4.75
E-SAG-14-019,5.14,4.96
E-SAG-14-020,5.15,5.03
E-SAG-14-021,5.59,5.50
E-SAG-14-022,5.33,5.23
E-SAG-14-023,5.54,5.38
E-SAG-14-024,5.21,4.64
E-SAG-14-025,5.26,5.09
E-SAG-14-026,5.42,5.31
E-SAG-14-027,5.80,5.34
E-SAG-14-028,5.13,5.01
E-SAG-14-029,5.21,5.06
E-SAG-14-030,5.68,5.44
E-SAG-14-031,5.37,5.24
E-SAG-14-032,5.17,5.02
E-SAG-14-033,5.62,5.47
E-SAG-14-034,5.16,4.95
E-SAG-14-035,5.67,5.44
E-SAG-14-036,5.85,5.26
E-SAG-14-037,5.22,5.10
E-SAG-14-038,5.87,5.29
E-SAG-14-039,5.48,5.34
E-SAG-14-040,5.47,5.24
E-SAG-14-041,5.81,5.32
E-SAG-14-042,6.40,5.70
E-SAG-14-043,5.92,5.31
E-SAG-14-044,5.74,5.21
E-SAG-14-045,5.66,5.54
E-SAG-15-001,5.91,5.86
E-SAG-15-002,5.98,5.95
E-SAG-15-003,5.80,5.74
E-SAG-15-004,5.91,5.83
E-SAG-15-005,5.74,5.37
E-SAG-15-006,5.84,5.82
E-SAG-15-007,5.98,5.94
E-SAG-15-008,6.01,5.90
E-SAG-15-009,5.90,5.89
E-SAG-15-010,5.91,5.88
E-SAG-15-011,5.78,5.76
E-SAG-15-012,5.89,5.86
E-SAG-15-013,5.92,5.84
E-SAG-15-014,5.85,5.81
E-SAG-15-015,5.82,5.80
E-SAG-15-016,6.08,6.05
E-SAG-15-017,5.91,5.87
E-SAG-15-018,5.81,5.80
E-SAG-15-019,5.82,5.33
E-SAG-15-020,5.88,5.77
E-SAG-15-021,5.99,5.96
E-SAG-15-022,5.87,5.85
E-SAG-15-023,5.89,5.85
E-SAG-15-024,6.03,5.92
E-SAG-15-025,5.87,5.86
E-SAG-15-026,5.93,5.91
E-SAG-15-027,5.94,5.89
E-SAG-15-028,5.81,5.78
E-SAG-15-029,6.15,6.04
E-SAG-15-030,6.06,6.01
E-SAG-15-031,5.88,5.84
E-SAG-15-032,6.04,5.97
E-SAG-15-033,5.57,5.38
E-SAG-15-034,5.67,5.34
E-SAG-15-035,5.87,5.80
E-SAG-15-036,5.77,5.72
E-SAG-15-037,5.97,5.90
E-SAG-15-038,5.86,5.81
E-SAG-15-039,5.80,5.16
E-SAG-15-040,6.07,6.02
E-SAG-15-041,5.96,5.89
E-SAG-15-042,5.89,5.82
E-SAG-15-043,5.74,5.70
E-SAG-15-044,5.85,5.84
E-SAG-15-045,6.09,5.95
E-SAG-15-046,5.80,5.76
E-SAG-15-047,6.14,6.05
E-SAG-15-048,5.87,5.84
E-SAG-15-049,5.93,5.90
E-SAG-15-050,5.87,5.84
E-SAG-15-051,5.74,5.65
E-SAG-15-052,5.91,5.85
E-SAG-15-053,5.66,5.14
E-SAG-15-054,5.97,5.94
E-SAG-15-055,5.83,5.81
E-SAG-15-056,5.83,5.80
E-SAG-15-057,5.94,5.90
E-SAG-15-058,6.06,6.01
E-SAG-15-059,5.94,5.69
E-SAG-15-060,5.76,5.26
E-SAG-15-061,5.71,5.60
E-SAG-15-062,5.91,5.86
E-SAG-15-063,6.02,5.95
E-SAG-15-064,5.90,5.43
E-SAG-15-065,5.80,5.38
E-SAG-15-066,5.87,5.83
E-SAG-15-067,5.89,5.87
E-SAG-15-068,5.88,5.86
E-SAG-15-069,6.15,5.71
E-SAG-15-070,5.89,5.86
E-SAG-15-071,5.87,5.85
E-SAG-15-072,5.73,5.69
E-SAG-15-073,5.81,5.76
E-SAG-15-074,6.14,5.80
E-SAG-15-075,5.86,5.82
E-SAG-15-076,5.77,5.73
E-SAG-15-077,5.94,5.90
E-SAG-15-078,5.92,5.89
E-SAG-15-079,5.88,5.84
E-SAG-15-080,6.12,5.95
E-SAG-15-081,6.11,6.07
E-SAG-15-082,6.00,5.94
E-SAG-15-083,6.09,6.05
E-SAG-15-084,5.82,5.77
E-SAG-15-085,5.93,5.89
E-SAG-15-086,5.92,5.91
E-SAG-15-087,5.82,5.66
E-SAG-15-088,5.85,5.81
E-SAG-15-089,5.95,5.50
E-SAG-15-090,6.12,6.07
E-SAG-15-091,5.99,5.95
E-SAG-15-092,5.93,5.90
E-SAG-15-093,5.76,5.63
E-SAG-15-094,6.01,5.76
E-SAG-15-095,5.79,5.76
E-SAG-15-096,5.78,5.64
E-SAG-15-097,5.86,5.79
E-SAG-15-098,6.06,6.03
E-SAG-15-099,5.86,5.83
E-SAG-15-100,5.92,5.88
E-SAG-15-101,6.07,6.05
E-SAG-15-102,5.80,5.74
E-SAG-15-103,5.75,5.36
E-SAG-15-104,5.88,5.79
E-SAG-15-105,5.86,5.84
E-SAG-15-106,6.04,5.97
E-SAG-15-107,5.90,5.85
E-SAG-15-108,6.10,5.99
E-SAG-15-109,5.77,5.47
E-SAG-15-110,6.06,6.00
E-SAG-15-111,5.80,5.49
E-SAG-15-112,5.73,5.34
E-SAG-15-113,6.12,6.10
E-SAG-15-114,5.86,5.83
E-SAG-15-115,5.78,5.75
E-SAG-15-116,5.92,5.82
E-SAG-16-001,6.37,6.32
E-SAG-16-002,6.55,6.49
E-SAG-16-003,6.24,6.20
E-SAG-16-004,6.26,6.24
E-SAG-16-005,6.31,6.29
E-SAG-16-006,6.15,6.08
E-SAG-16-007,6.69,6.48
E-SAG-16-008,6.35,6.29
E-SAG-16-009,6.29,6.26
E-SAG-16-010,6.10,6.04
E-SAG-16-011,6.51,6.44
E-SAG-16-012,6.25,6.24
E-SAG-16-013,6.26,6.24
E-SAG-16-014,6.13,6.06
E-SAG-16-015,6.13,6.12
E-SAG-16-016,6.17,6.13
E-SAG-16-017,6.22,6.13
E-SAG-16-018,6.16,6.15
E-SAG-16-019,6.65,6.63
E-SAG-16-020,6.35,6.29
E-SAG-16-021,6.63,6.56
E-SAG-16-022,6.05,5.65
E-SAG-16-023,6.17,6.14
E-SAG-16-024,6.35,6.24
E-SAG-16-025,6.23,6.18
E-SAG-16-026,6.32,5.94
E-SAG-16-027,6.57,6.54
E-SAG-16-028,6.66,6.63
E-SAG-16-029,6.29,6.27
E-SAG-16-030,6.08,6.01
E-SAG-16-031,6.08,5.71
E-SAG-16-032,6.49,6.41
E-SAG-16-033,6.25,6.22
E-SAG-16-034,6.33,5.90
E-SAG-16-035,6.28,6.15
E-SAG-16-036,6.17,6.14
E-SAG-16-037,6.32,6.29
E-SAG-16-038,6.66,6.60
E-SAG-16-039,6.05,6.02
E-SAG-16-040,6.15,5.72
E-SAG-16-041,6.37,6.34
E-SAG-16-042,6.40,6.38
E-SAG-16-043,6.14,6.09
E-SAG-16-044,6.28,6.27
E-SAG-16-045,6.18,6.12
E-SAG-16-046,6.12,6.09
E-SAG-16-047,6.59,6.54
E-SAG-16-048,6.33,6.31
E-SAG-16-049,6.20,5.87
E-SAG-16-050,6.29,6.24
E-SAG-16-051,6.29,6.25
E-SAG-16-052,6.29,6.26
E-SAG-16-053,6.24,6.21
E-SAG-16-054,6.50,6.39
E-SAG-16-055,6.67,6.63
E-SAG-16-056,6.66,6.15
E-SAG-16-057,6.26,6.23
E-SAG-16-058,6.37,6.35
E-SAG-16-059,6.34,6.31
E-SAG-16-060,6.27,6.24
E-SAG-16-061,6.36,6.33
E-SAG-16-062,6.34,6.33
E-SAG-16-063,6.17,6.11
E-SAG-16-064,6.19,6.14
E-SAG-16-065,6.37,6.35
E-SAG-16-066,6.38,6.35
E-SAG-16-067,6.25,6.18
E-SAG-16-068,6.44,6.39
E-SAG-16-069,6.14,6.13
E-SAG-16-070,6.27,6.25
E-SAG-16-071,6.22,6.15
E-SAG-16-072,6.38,6.35
E-SAG-16-073,6.55,6.48
E-SAG-16-074,6.24,6.19
E-SAG-16-075,6.46,6.42
E-SAG-16-076,6.59,6.50
E-SAG-16-077,6.23,6.15
E-SAG-16-078,6.65,6.62
E-SAG-16-079,6.25,6.19
E-SAG-16-080,6.13,5.77
E-SAG-16-081,6.16,6.12
E-SAG-16-082,6.31,6.28
E-SAG-16-083,6.24,6.18
E-SAG-16-084,6.12,6.09
E-SAG-16-085,6.20,6.17
E-SAG-16-086,6.30,6.29
E-SAG-16-087,6.16,6.14
E-SAG-16-088,6.53,6.46
E-SAG-16-089,6.43,6.34
E-SAG-16-090,6.47,6.07
E-SAG-16-091,6.57,6.40
E-SAG-16-092,6.13,6.10
E-SAG-16-093,6.37,6.33
E-SAG-16-094,6.46,6.43
E-SAG-16-095,6.61,6.55
E-SAG-16-096,6.30,6.27
E-SAG-16-097,6.46,6.39
E-SAG-16-098,6.15,6.13
E-SAG-16-099,6.44,6.38
E-SAG-16-100,6.19,6.15
E-SAG-16-101,6.17,6.15
E-SAG-16-102,6.23,6.14
E-SAG-16-103,6.36,6.34
E-SAG-16-104,6.27,6.23
E-SAG-16-105,6.28,6.25
E-SAG-16-106,6.50,6.40
E-SAG-16-107,6.29,6.28
E-SAG-16-108,6.29,6.24
F-SET-67-002,3.85,3.77
F-SET-67-003,3.91,3.78
F-SET-67-005,3.87,3.74
F-SET-67-011,3.84,3.77
F-SET-67-013,3.88,3.77
F-SET-67-016,3.91,3.79
F-SET-67-025,3.81,3.75
F-SET-67-026,3.95,3.79
M-BHE-57-003,4.86,4.81
M-BHE-57-005,4.93,4.29
M-BHE-57-008,4.88,4.83
M-BHE-57-010,4.84,4.17
M-BHE-57-011,4.06,3.94
M-BHE-57-013,4.98,4.65
M-BHE-57-015,4.93,4.88
M-BHE-57-018,4.85,4.56
M-BHE-57-019,4.77,4.61
M-BHE-57-020,4.93,4.28
M-BHE-57-021,4.97,4.56
M-BHE-57-024,4.77,4.23
M-BHE-57-025,4.72,4.28
M-BHE-57-026,4.91,4.54
M-BHE-57-027,4.83,4.35
M-BHE-57-029,4.98,4.56
M-BHE-57-030,4.78,4.54
M-BHE-57-031,4.39,4.08
M-BHE-57-034,4.96,4.57
M-BHE-57-039,4.53,4.39
M-BHE-58-004,3.98,3.92
M-BHE-58-033,3.94,3.91
M-BHE-59-001,4.10,3.96
M-BHE-59-002,4.05,3.91
M-BHE-59-004,4.06,3.95
M-BHE-59-010,4.16,3.97
M-BHE-59-011,4.23,4.00
M-BHE-59-012,3.99,3.93
M-BHE-59-013,4.31,3.98
M-BHE-59-014,3.99,3.95
M-BHE-59-016,3.95,3.88
M-BHE-59-018,4.04,3.95
M-BHE-59-019,4.13,3.97
M-BHE-59-020,4.40,3.98
M-BHE-59-024,3.98,3.92
M-BHE-59-025,4.14,3.99
M-BHE-59-026,4.08,3.96
M-BHE-59-027,4.01,3.93
M-BHE-59-031,4.31,3.99
M-BHE-59-034,4.32,4.01
M-BHE-59-035,4.01,3.96
M-BHE-59-036,4.02,3.91
M-BHE-59-037,4.32,4.05
M-BHE-59-038,3.99,3.91
M-BHE-59-039,3.99,3.90
M-BHE-59-041,4.06,3.93
M-BHE-59-042,4.17,4.00
M-BHE-59-043,4.18,4.05
M-BHE-59-044,3.96,3.91
M-BHE-59-045,3.87,3.84
M-BHE-59-046,4.09,3.97
M-BHE-59-048,4.08,3.90
M-BHE-60-001,4.04,3.89
M-BHE-60-003,3.92,3.86
M-BHE-60-005,3.93,3.83
M-BHE-60-008,3.90,3.89
M-BHE-60-009,3.91,3.84
M-BHE-60-010,3.97,3.88
M-BHE-60-013,3.93,3.86
M-BHE-60-014,3.89,3.87
M-BHE-60-018,3.87,3.85
M-BHE-60-019,3.96,3.89
M-BHE-60-022,3.92,3.86
M-BHE-60-023,3.90,3.82
M-BHE-60-024,3.94,3.88
M-BHE-60-026,3.93,3.87
M-BHE-60-029,3.91,3.86
M-BHE-60-030,4.06,3.91
M-BHE-60-034,3.98,3.89
M-BHE-60-035,3.96,3.88
M-BHE-60-038,3.91,3.85
M-BHE-60-039,3.94,3.85
M-BHE-60-041,3.95,3.89
M-BHE-60-042,3.96,3.88
M-BHE-60-046,3.90,3.83
M-BHE-60-048,3.94,3.88
M-BHE-60-049,3.96,3.86
M-BHE-60-055,3.99,3.87
M-BHE-61-001,4.02,3.94
M-BHE-61-002,4.09,4.02
M-BHE-61-003,4.16,4.00
M-BHE-61-004,3.96,3.89
M-BHE-61-005,4.07,3.99
M-BHE-61-006,4.05,3.94
M-BHE-61-007,4.15,3.98
M-BHE-61-008,4.04,3.91
M-BHE-61-009,4.28,4.07
M-BHE-61-010,4.11,3.96
M-BHE-61-011,4.09,3.93
M-BHE-61-012,4.06,3.96
M-BHE-61-013,4.09,4.00
M-BHE-61-014,4.12,4.00
M-BHE-61-015,3.98,3.90
M-BHE-61-016,4.04,3.98
M-BHE-61-017,3.97,3.89
M-BHE-61-018,4.27,3.97
M-BHE-61-019,4.03,3.93
M-BHE-61-020,4.09,3.95
M-BHE-61-021,4.11,3.96
M-BHE-61-022,4.10,4.01
M-BHE-61-023,3.99,3.96
M-BHE-61-024,4.08,3.94
M-BHE-61-025,4.09,3.99
M-BHE-61-026,4.00,3.91
M-BHE-61-027,4.05,3.94
M-BHE-61-028,3.95,3.92
M-BHE-61-029,3.99,3.93
M-BHE-61-030,3.98,3.90
M-KAR-62-001,4.74,4.10
M-KAR-62-002,5.07,4.58
M-KAR-62-003,4.75,4.32
M-KAR-62-004,4.31,4.17
M-KAR-62-005,4.17,4.11
M-KAR-62-006,4.71,4.09
M-KAR-62-007,4.23,4.05
M-KAR-62-008,4.71,4.23
M-KAR-62-009,4.21,4.06
M-KAR-62-010,4.17,4.07
M-KAR-62-011,4.32,4.14
M-KAR-62-012,4.98,4.43
M-KAR-62-013,4.09,4.03
M-KAR-62-014,4.16,4.08
M-KAR-62-015,4.64,4.14
M-KAR-62-016,4.38,4.17
M-KAR-62-017,4.08,4.01
M-KAR-62-018,4.85,4.31
M-KAR-62-019,4.73,4.24
M-KAR-62-020,4.07,3.99
M-KAR-62-021,4.20,4.09
M-KAR-62-022,4.86,4.38
M-KAR-62-023,4.26,4.12
M-KAR-63-001,3.94,3.85
M-KAR-63-002,3.91,3.85
M-KAR-63-003,3.98,3.89
M-KAR-63-004,4.08,3.92
M-KAR-63-005,4.02,3.95
M-KAR-63-006,4.04,3.92
M-KAR-63-007,4.05,3.88
M-KAR-63-008,4.08,3.95
M-KAR-63-009,4.08,3.96
M-KAR-63-010,3.99,3.87
M-KAR-63-011,4.26,3.99
M-KAR-63-012,4.31,3.96
M-KAR-63-013,4.04,3.87
M-KAR-63-014,3.98,3.87
M-KAR-63-015,4.03,3.92
M-KAR-63-016,4.00,3.89
M-KAR-63-017,4.06,3.91
M-KAR-63-018,4.08,3.93
M-KAR-63-019,4.05,3.86
M-KAR-63-020,3.99,3.92
M-KAR-63-021,4.01,3.87
M-KAR-63-022,3.97,3.89
M-KAR-63-023,3.97,3.88
M-KAR-63-024,4.04,3.86
M-KAR-63-025,4.13,3.98
M-KAR-63-026,4.03,3.93
M-KAR-63-027,3.99,3.91
M-KAR-63-028,4.06,3.91
M-KAR-63-029,4.01,3.92
M-KAR-63-030,4.01,3.91
M-KAR-64-001,3.84,3.81
M-KAR-64-002,3.92,3.82
M-KAR-64-003,4.03,3.88
M-KAR-64-004,3.82,3.79
M-KAR-64-005,3.97,3.81
M-KAR-64-006,3.86,3.81
M-KAR-64-007,3.91,3.82
M-KAR-64-008,4.00,3.82
M-KAR-64-018,3.84,3.78
M-KAR-64-019,4.07,3.89
M-KAR-64-020,3.90,3.81
M-KAR-64-021,3.92,3.83
M-KAR-64-023,3.91,3.80
M-KAR-64-024,3.92,3.85
M-KAR-64-030,3.93,3.81
M-KAR-65-001,3.84,3.79
M-KAR-65-002,3.83,3.77
M-KAR-65-003,4.37,4.01
M-KAR-65-004,3.89,3.81
M-KAR-65-005,3.82,3.77
M-KAR-65-006,3.89,3.82
M-KAR-65-007,4.05,3.90
M-KAR-65-008,4.02,3.95
M-KAR-65-009,3.92,3.83
M-KAR-65-010,4.06,3.89
M-KAR-65-011,4.20,3.95
M-KAR-65-012,3.81,3.79
M-KAR-65-013,3.93,3.81
M-KAR-65-014,4.09,3.88
M-KAR-65-015,4.08,3.93
M-KAR-65-016,4.15,3.88
M-KAR-65-017,3.87,3.80
M-KAR-65-018,4.06,3.89
M-KAR-65-019,3.97,3.86
M-KAR-65-020,3.87,3.79
M-KAR-65-021,4.00,3.85
M-KAR-65-022,3.88,3.80
M-KAR-65-023,4.04,3.86
M-KAR-65-024,3.92,3.79
M-KAR-66-001,3.80,3.76
M-KAR-66-002,3.80,3.73
M-KAR-66-003,3.85,3.74
M-KAR-66-004,3.85,3.71
M-KAR-66-005,4.00,3.85
M-KAR-66-006,3.83,3.78
M-KAR-66-007,3.87,3.73
M-KAR-66-008,3.86,3.79
M-KAR-66-009,3.84,3.75
M-KAR-66-010,3.86,3.72
M-KAR-66-011,4.09,3.79
M-KAR-66-012,3.86,3.76
M-KAR-66-013,3.99,3.73
M-KAR-66-014,3.84,3.76
M-KAR-66-015,3.84,3.74
M-KAR-66-016,3.83,3.79
M-KAR-66-017,4.22,3.87
M-KAR-66-019,3.87,3.74
M-KAR-66-020,3.87,3.77
M-KAR-66-021,3.93,3.77
M-KAR-66-022,3.82,3.77
M-KAR-66-023,4.11,3.85
M-KAR-66-024,3.84,3.77
M-KAR-66-025,3.82,3.73
M-KAR-66-026,3.88,3.72
M-KAR-66-027,3.97,3.76
M-RAP-52-001,4.61,4.49
M-RAP-52-002,4.67,4.56
M-RAP-52-003,4.90,4.59
M-RAP-52-004,4.57,4.45
M-RAP-52-005,4.55,4.42
M-RAP-52-006,4.50,4.33
M-RAP-52-007,4.41,4.25
M-RAP-52-008,4.59,4.45
M-RAP-52-009,4.63,4.50
M-RAP-52-010,4.67,4.52
M-RAP-52-011,4.67,4.52
M-RAP-52-012,4.54,4.39
M-RAP-52-013,4.55,4.37
M-RAP-52-014,4.68,4.50
M-RAP-52-015,4.65,4.49
M-RAP-52-016,4.51,4.41
M-RAP-52-017,4.46,4.31
M-RAP-52-018,4.50,4.39
M-RAP-52-019,4.52,4.40
M-RAP-52-020,4.42,4.29
M-RAP-52-021,4.62,4.47
M-RAP-52-022,4.46,4.38
M-RAP-52-023,4.62,4.48
M-RAP-52-024,4.67,4.44
M-RAP-52-025,4.58,4.52
M-RAP-52-026,4.38,4.26
M-RAP-52-027,4.60,4.40
M-RAP-52-028,4.56,4.44
M-RAP-52-029,4.59,4.45
M-RAP-52-030,4.45,4.37
M-RAP-52-031,4.51,4.45
M-RAP-52-032,4.44,4.35
M-RAP-52-033,4.62,4.52
M-RAP-52-034,4.46,4.38
M-RAP-52-035,4.68,4.50
M-RAP-52-036,4.64,4.43
M-RAP-52-037,4.46,4.38
M-RAP-52-038,4.59,4.45
M-RAP-52-039,4.57,4.48
M-RAP-52-040,4.56,4.46
M-RAP-52-041,4.44,4.35
M-RAP-52-042,4.72,4.49
M-RAP-52-043,4.54,4.33
M-RAP-52-044,4.44,4.27
M-RAP-52-045,4.58,4.39
M-RAP-52-046,4.56,4.36
M-RAP-52-047,4.53,4.45
M-RAP-52-048,4.55,4.49
M-RAP-52-049,4.66,4.53
M-RAP-53-001,4.50,4.34
M-RAP-53-002,4.33,4.18
M-RAP-53-003,4.44,4.21
M-RAP-53-004,4.41,4.16
M-RAP-53-005,4.51,4.24
M-RAP-53-006,4.50,4.17
M-RAP-53-007,4.44,4.20
M-RAP-53-008,4.42,4.16
M-RAP-53-009,4.52,4.27
M-RAP-53-010,4.47,4.34
M-RAP-53-011,4.50,4.24
M-RAP-53-012,4.50,4.25
M-RAP-53-013,4.24,4.14
M-RAP-53-014,4.51,4.26
M-RAP-53-015,4.52,4.31
M-RAP-53-016,4.54,4.32
M-RAP-53-017,4.54,4.26
M-RAP-53-018,4.42,4.29
M-RAP-53-019,4.40,4.18
M-RAP-53-020,4.37,4.24
M-RAP-53-021,4.34,4.22
M-RAP-53-022,4.37,4.17
M-RAP-53-023,4.39,4.13
M-RAP-53-024,4.37,4.15
M-RAP-53-025,4.46,4.19
M-RAP-53-026,4.38,4.20
M-RAP-53-027,4.38,4.25
M-RAP-53-028,4.28,4.15
