P_CODE,VDC_NAME,DISTRICT,REGION,MMI_MAX,MMI_MAX,POP_2011,POP_2011,POPDEN_2011,POPDEN_2011,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HUMAN_POVERTY_INDEX,HUMAN_POVERTY_INDEX,,,,,,,,,,,,,
W-GAN-39-032,MajhakotSivalaya,Syangja,Western,5.51,6.38,1555,5.33,208.53,5.32,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-033,Malunga,Syangja,Western,5.31,6.15,3230,5.86,339.78,5.80,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-034,Malyangkot,Syangja,Western,5.62,6.51,4684,6.13,218.72,5.36,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-035,Manakamana,Syangja,Western,5.61,6.50,4385,6.08,192.24,5.23,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-036,Nibuwakharka,Syangja,Western,5.40,6.25,3875,5.99,198.37,5.27,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-037,Oraste,Syangja,Western,5.69,6.60,3515,5.92,226.9,5.40,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-038,Pakwadi,Syangja,Western,5.50,6.37,5958,6.30,229.6,5.41,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-039,Panchamul,Syangja,Western,5.36,6.21,4601,6.12,279.32,5.61,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-040,Pauwegaude,Syangja,Western,5.87,6.79,2883,5.78,197.64,5.26,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-041,Pelakot,Syangja,Western,5.41,6.27,5748,6.28,301.65,5.68,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-042,Pelkachaur,Syangja,Western,5.48,6.34,1856,5.46,214.23,5.34,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-043,Pidikhola,Syangja,Western,5.32,6.16,4956,6.17,213.99,5.34,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-044,PutalibazarN.P.,Syangja,Western,5.68,6.58,30704,7.49,437.74,6.05,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-045,Rangvang,Syangja,Western,5.56,6.44,2875,5.77,291.67,5.65,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-046,Rapakot,Syangja,Western,5.30,6.13,3827,5.98,250.56,5.50,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-047,Ratnapur,Syangja,Western,6.09,7.05,3920,6.00,266.32,5.56,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-048,Sakhar,Syangja,Western,6.12,7.08,4630,6.12,169.27,5.11,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-049,SatauDarau,Syangja,Western,5.38,6.23,2286,5.61,285.88,5.63,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-050,Sekham,Syangja,Western,6.14,7.11,4183,6.05,187.98,5.21,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-051,Setidobhan,Syangja,Western,5.48,6.34,3098,5.83,283.48,5.62,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-052,ShreekrishnaGandaki,Syangja,Western,5.23,6.06,8815,6.59,439.65,6.06,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-053,Sirsekot,Syangja,Western,5.35,6.20,3581,5.93,283.54,5.62,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-054,Sworek,Syangja,Western,5.64,6.54,5180,6.20,357.9,5.85,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-055,Taksar,Syangja,Western,6.17,7.14,2061,5.53,102.34,4.61,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-056,Thuladihi,Syangja,Western,5.75,6.66,3225,5.86,169.71,5.11,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-057,Thumpokhara,Syangja,Western,5.51,6.38,5390,6.23,499.23,6.18,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-058,Tindobate,Syangja,Western,5.41,6.27,4596,6.11,369.4,5.89,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-059,Tulsibhanjyang,Syangja,Western,5.32,6.16,4439,6.09,371.42,5.89,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-060,WalingN.P.,Syangja,Western,5.54,6.42,24006,7.31,690.48,6.51,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-061,WangsingDeurali,Syangja,Western,5.35,6.20,2374,5.64,184.08,5.19,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-39-062,Yaladi,Syangja,Western,5.58,6.47,1765,5.42,169.42,5.11,94.55,9.31,11.37,1.08,32.48,4.88,,,,,,,,,,,,,
W-GAN-40-001,Arbabijaya,Kaski,Western,6.58,7.62,3923,6.00,310.96,5.71,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-002,Armala,Kaski,Western,6.28,7.27,5328,6.22,175.38,5.14,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-003,Bhachok,Kaski,Western,6.29,7.28,1511,5.31,97.58,4.56,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-004,Bhadauretamagi,Kaski,Western,5.44,6.30,3257,5.87,119.6,4.76,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-005,Bharatpokhari,Kaski,Western,6.26,7.25,9806,6.66,221.96,5.38,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-006,Chapakot,Kaski,Western,5.91,6.84,2637,5.71,115.2,4.73,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-007,Dangsing,Kaski,Western,5.28,6.11,3058,5.82,71.45,4.25,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-008,Deurali,Kaski,Western,6.33,7.33,2373,5.64,141.25,4.93,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-009,Dhampus,Kaski,Western,5.44,6.30,2537,5.68,163.77,5.08,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-010,Dhikurpokhari,Kaski,Western,5.47,6.34,7318,6.45,318.05,5.74,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-011,Dhital,Kaski,Western,5.71,6.62,2781,5.75,242.52,5.47,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-012,Ghachok,Kaski,Western,6.09,7.05,2707,5.73,296.11,5.66,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-013,Ghandruk,Kaski,Western,5.34,6.18,4265,6.06,15.12,2.70,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-014,Hansapur,Kaski,Western,6.18,7.16,3635,5.94,150.15,4.99,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-015,Hemja,Kaski,Western,5.97,6.92,12262,6.83,547.81,6.28,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-016,Kanhu,Kaski,Western,6.59,7.63,2378,5.64,486.75,6.16,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-017,Kalika,Kaski,Western,6.45,7.47,3880,5.99,214.97,5.35,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-018,Kaskikot,Kaski,Western,6.02,6.97,5892,6.30,318.48,5.74,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-019,Nachnechaur,Kaski,Western,6.14,7.11,5063,6.19,280.94,5.61,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-020,Lahachok,Kaski,Western,5.96,6.90,3129,5.84,413.11,6.00,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-021,Lamachaur,Kaski,Western,6.28,7.27,7027,6.42,1214.49,7.07,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-022,Lekhnath N. P.,Kaski,Western,6.75,7.82,58816,7.96,759.41,6.60,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-023,Lumle,Kaski,Western,5.44,6.30,4258,6.06,79.5,4.36,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-024,Lwangghale,Kaski,Western,5.51,6.38,4211,6.05,26.12,3.25,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-025,Machapuchre,Kaski,Western,5.68,6.58,1729,5.41,6.3,1.83,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-026,Majhthana,Kaski,Western,6.34,7.34,2993,5.80,179.33,5.17,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-027,Mauja,Kaski,Western,6.31,7.31,1399,5.25,97.64,4.56,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-028,Mijuredanda,Kaski,Western,6.11,7.08,3787,5.97,59.27,4.06,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-029,Namarjung,Kaski,Western,6.04,7.00,1104,5.08,3.92,1.36,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-030,Nirmalpokhari,Kaski,Western,6.25,7.24,4027,6.02,225.2,5.39,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-031,Parche,Kaski,Western,5.70,6.60,2418,5.65,26.83,3.27,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-032,Pokhara N. P.,Kaski,Western,6.66,7.71,255465,9.03,4625.96,8.40,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-033,Pumdibhumdi,Kaski,Western,6.25,7.24,7391,6.46,230.2,5.41,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-034,Puranchaur,Kaski,Western,6.14,7.11,3597,5.94,191.9,5.23,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-035,Ribhan,Kaski,Western,5.49,6.36,1332,5.22,94.36,4.53,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-036,Rupakot,Kaski,Western,6.43,7.45,2958,5.80,159.46,5.05,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-037,Saimarang,Kaski,Western,6.35,7.36,1171,5.12,57.59,4.03,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-038,Salyan,Kaski,Western,5.27,6.10,3541,5.93,253.96,5.51,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-039,Sarangkot,Kaski,Western,6.33,7.33,8354,6.55,470.22,6.13,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-040,Sardikhola,Kaski,Western,6.10,7.06,3442,5.91,67.39,4.19,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-041,Siddha,Kaski,Western,6.37,7.37,2982,5.80,153.27,5.01,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-042,Sildujure,Kaski,Western,6.34,7.34,2494,5.67,59.29,4.06,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-043,Thumakodanda,Kaski,Western,6.34,7.34,2765,5.75,107.97,4.66,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-044,Thumki,Kaski,Western,6.33,7.33,3328,5.88,150.29,4.99,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-40-045,Bhalam,Kaski,Western,6.34,7.34,2623,5.71,304.54,5.69,97.05,9.65,50.98,5.23,16.50,0.00,,,,,,,,,,,,,
W-GAN-41-001,Bhraka,Manang,Western,5.36,6.20,306,4.15,4.53,1.50,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-002,Chame,Manang,Western,5.87,6.80,1129,5.10,14.32,2.65,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-003,Dharapani,Manang,Western,6.44,7.45,1012,5.02,4.92,1.59,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-004,Fu,Manang,Western,5.61,6.50,176,3.75,0.5,0.00,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-005,Ghyaru,Manang,Western,5.41,6.27,71,3.09,5.13,1.63,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-006,Khangsar,Manang,Western,5.30,6.14,257,4.02,1.14,0.13,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-007,Manang,Manang,Western,5.42,6.27,630,4.67,14.4,2.66,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-008,Nar,Manang,Western,5.59,6.48,362,4.27,0.74,0.00,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-009,Nyawal,Manang,Western,3.50,4.05,274,4.07,9.24,2.21,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-010,Pisang,Manang,Western,5.51,6.38,307,4.15,2.05,0.71,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-011,TachiBagarchhap,Manang,Western,5.87,6.80,544,4.57,4.47,1.49,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-012,TankiManang,Manang,Western,5.33,6.17,377,4.30,2.27,0.82,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-GAN-41-013,Thoche,Manang,Western,6.27,7.26,382,4.31,1,0.00,89.78,8.66,3.18,0.22,25.52,2.75,,,,,,,,,,,,,
W-LUM-46-001,Aaglung,Gulmi,Western,4.54,5.26,3634,5.94,213.14,5.34,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-002,AmarArbathok,Gulmi,Western,5.09,5.89,1943,5.49,242.68,5.47,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-003,Amarpur,Gulmi,Western,4.91,5.69,3598,5.94,463.89,6.11,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-004,Apchaur,Gulmi,Western,4.91,5.69,3900,6.00,286.29,5.63,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-005,Arbani,Gulmi,Western,5.04,5.84,2783,5.75,257.18,5.52,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-006,Arje,Gulmi,Western,4.90,5.68,2657,5.72,293.28,5.66,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-007,Arkhale,Gulmi,Western,4.89,5.66,6076,6.32,252.89,5.51,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-008,Arkhawang,Gulmi,Western,4.62,5.35,1511,5.31,162.45,5.07,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-009,Arlangkot,Gulmi,Western,4.81,5.57,2110,5.55,152.99,5.01,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-010,Aslewa,Gulmi,Western,4.99,5.78,2978,5.80,307.75,5.70,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-011,Badagaun,Gulmi,Western,4.90,5.68,8052,6.52,302.85,5.69,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-012,Bajhketeria,Gulmi,Western,4.57,5.29,3540,5.93,338.7,5.80,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-013,Baletaksar,Gulmi,Western,5.26,6.10,4210,6.05,335.57,5.79,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-014,Balithum,Gulmi,Western,5.00,5.79,3902,6.00,222.69,5.38,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-015,Bamgha,Gulmi,Western,5.05,5.85,3475,5.91,276.4,5.60,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-016,Bharse,Gulmi,Western,5.01,5.80,1621,5.36,60.34,4.08,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-017,Bhurtung,Gulmi,Western,5.08,5.88,3847,5.99,252.01,5.50,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-018,Birbas,Gulmi,Western,5.07,5.88,4577,6.11,303.87,5.69,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-019,Bisukharka,Gulmi,Western,4.85,5.62,2413,5.65,233.34,5.43,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-020,Chhapahile,Gulmi,Western,4.64,5.37,3252,5.86,232.24,5.42,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-021,Dalamchaur,Gulmi,Western,5.11,5.92,2779,5.75,196.68,5.26,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-022,Darbardevisthan,Gulmi,Western,5.01,5.81,5181,6.20,317.79,5.74,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-023,Darling,Gulmi,Western,4.67,5.40,3160,5.84,273.58,5.59,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-024,Daungha,Gulmi,Western,4.98,5.76,2827,5.76,147.85,4.97,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-025,Dhamir,Gulmi,Western,4.89,5.66,3588,5.94,270.05,5.57,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-026,DhurkotBastu,Gulmi,Western,4.96,5.74,2832,5.76,261.3,5.54,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-027,DhurkotBhanbhane,Gulmi,Western,4.73,5.48,3178,5.85,193.65,5.24,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-028,DhurkotNayagaun,Gulmi,Western,4.94,5.72,4282,6.06,300.15,5.68,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-029,DhurkotRajasthal,Gulmi,Western,4.92,5.70,3133,5.84,178.53,5.16,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-030,Digam,Gulmi,Western,5.02,5.81,4503,6.10,307.99,5.70,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-031,Dirbung,Gulmi,Western,4.82,5.58,2082,5.54,142.82,4.94,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-032,Dohali,Gulmi,Western,4.88,5.65,4124,6.04,227.01,5.40,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-033,Dubichaur,Gulmi,Western,4.89,5.66,2652,5.72,238.86,5.45,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-034,Foksing,Gulmi,Western,5.04,5.84,2648,5.72,133.91,4.87,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-035,Gaidakot,Gulmi,Western,4.92,5.70,2563,5.69,258.79,5.53,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-036,Gwadha,Gulmi,Western,5.00,5.79,2329,5.62,138.81,4.91,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-037,Gwadi,Gulmi,Western,5.36,6.20,2586,5.70,178.21,5.16,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-038,Hadahade,Gulmi,Western,4.77,5.53,3771,5.97,254.81,5.52,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-039,Hansara,Gulmi,Western,5.16,5.97,2877,5.78,224.38,5.39,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-040,Hardineta,Gulmi,Western,5.16,5.97,4171,6.04,320.02,5.74,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-041,Harewa,Gulmi,Western,5.00,5.79,1869,5.46,181.95,5.18,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-042,Harmichaur,Gulmi,Western,5.05,5.85,2426,5.65,179.02,5.16,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-043,Harrachaur,Gulmi,Western,4.83,5.59,1829,5.45,207.46,5.31,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-044,Hastichaur,Gulmi,Western,5.02,5.81,6901,6.41,242.89,5.47,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-045,Hawangdi,Gulmi,Western,4.65,5.39,2058,5.53,159.57,5.05,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-046,Hunga,Gulmi,Western,5.07,5.87,3284,5.87,235.17,5.44,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-047,IsmaRajasthal,Gulmi,Western,5.04,5.84,3562,5.93,265.54,5.56,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-048,JaisithokMandan,Gulmi,Western,5.02,5.82,2688,5.73,289.6,5.64,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-049,Jayakhani,Gulmi,Western,5.00,5.79,1294,5.20,96.49,4.55,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-050,Johang,Gulmi,Western,5.10,5.90,4342,6.07,471.29,6.13,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-051,Juniya,Gulmi,Western,4.95,5.73,2847,5.77,209.15,5.32,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-052,Juvung,Gulmi,Western,5.06,5.86,3871,5.99,293.23,5.66,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-053,Khadgakot,Gulmi,Western,5.14,5.95,3834,5.98,224.7,5.39,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-054,Kharjyang,Gulmi,Western,5.24,6.07,3834,5.98,249.9,5.50,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-055,Kurgha,Gulmi,Western,4.76,5.51,3112,5.83,310.05,5.71,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-056,Limgha,Gulmi,Western,5.04,5.83,3039,5.82,206.45,5.31,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-057,Malagiri,Gulmi,Western,4.61,5.34,2187,5.58,307.95,5.70,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-058,Marbhung,Gulmi,Western,4.80,5.56,3821,5.98,260.77,5.54,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-059,MusikotKhalanga,Gulmi,Western,4.84,5.60,4033,6.02,268.67,5.57,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-060,MyalPokhari,Gulmi,Western,4.69,5.43,2198,5.58,196.47,5.26,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-061,Neta,Gulmi,Western,4.81,5.57,3296,5.87,211.49,5.33,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-062,Pallikot,Gulmi,Western,4.94,5.72,2862,5.77,261.64,5.54,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-063,Paralmi,Gulmi,Western,4.83,5.60,2895,5.78,207.46,5.31,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-064,PauchhiAmarayee,Gulmi,Western,4.87,5.64,3622,5.94,365.04,5.87,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-065,Pipaldhara,Gulmi,Western,4.91,5.69,3136,5.84,308.48,5.71,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-066,PurkotDaha,Gulmi,Western,4.91,5.69,3833,5.98,235.04,5.43,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-067,Purtighat,Gulmi,Western,5.14,5.96,2044,5.53,183.72,5.19,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-068,Reemuwa,Gulmi,Western,5.04,5.84,2419,5.65,289.25,5.64,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-069,Rupakot,Gulmi,Western,5.07,5.87,3518,5.92,323.74,5.75,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-070,Ruru,Gulmi,Western,5.00,5.79,3306,5.88,288.26,5.64,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-071,Shantipur,Gulmi,Western,5.08,5.88,3865,5.99,268.24,5.57,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-072,Simichaur,Gulmi,Western,4.89,5.66,5163,6.20,269.62,5.57,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
W-LUM-46-073,Sirseni,Gulmi,Western,4.83,5.59,3329,5.88,207.91,5.31,97.34,9.69,37.17,3.79,27.42,3.33,,,,,,,,,,,,,
